hitlnk_name,scraper,category,left,phoneblock,hitlnk_freecall_plus,hitlnk_times,free_ratio src,hitlnk_rate,hitlnk_rate 2,hitlnk_ratelayer,button 2,button 3,button 4,button 5,button 7,hitlnk_freecall,textblue,hitlnk_seal src,mailto,tel,href
Abdullah Bassam Facharzt für Neurochirurgie,https://www.dasoertliche.de/?form_name=detail&id=2239130937626552605163&recuid=AUCGFDZ2O5CWOYDQT3L65MMRITJKRZNZXKFALQOR7CMIUOIC&niceid=Abdullah-Bassam-Facharzt-f%C3%BCr-Neurochirurgie-Berlin-Rudow-Alt-Rudow&buc=2239&showbuc=0&verlNr=1126&kw=arzt&recFrom=151&pagePos=7&lastFormName=search_nat&hitno=2,Fachärzte für Neurochirurgie,"Alt-Rudow 12
							
							
						
						 
                        	12357 Berlin, Rudow",Tel. 030 2 13 00 91 10,,,,Web Bewertungen ansehen,1,Jetzt bewerten!,,,,,Gratis-Digitalcheck,Gratis anrufen!,,,,,
Abdulrahman Al Ali,https://www.dasoertliche.de/?form_name=detail&id=0116011957111534972550&recuid=GZPUNJCMI4PFIO2DVDALRIHPGXTJB4UQ5A32REG543CQYAQ&niceid=Abdulrahman-Al-Ali-Bottrop-Stadtmitte-Kolpingplatz&buc=116&showbuc=0&verlNr=161&kw=arzt&recFrom=151&pagePos=7&lastFormName=search_nat&hitno=3,Fachärzte für Allgemeinmedizin,"Kolpingplatz 2
							
							
						
						 
                        	46236 Bottrop, Stadtmitte",Tel. 02041 2 24 25,,,,1  Bewertung,1,Jetzt bewerten!,,,,,,Gratis anrufen!,,,,,
Abdulwahab Mohammed Zahnarzt,https://www.dasoertliche.de/?form_name=detail&id=2239128953689552605163&recuid=T2HX3WCU2LHPZ27LKZMH4LI234BAU7CGEOIGOTKQKVG2IAQ&niceid=Abdulwahab-Mohammed-Zahnarzt-Berlin-Halensee-Kurf%C3%BCrstendamm&buc=2239&showbuc=0&verlNr=1126&kw=arzt&recFrom=151&pagePos=7&lastFormName=search_nat&hitno=4,Zahnärzte,"Kurfürstendamm 103
							
							
						
						 
                        	10711 Berlin, Halensee",Tel. 030 33 93 33 25,,,,,,Jetzt bewerten!,Termin anfragen,2,,,Gratis-Digitalcheck,Gratis anrufen!,,,,,
Abe Kerstin Dipl.-Med. Neurologin,https://www.dasoertliche.de/?form_name=detail&id=1055310324197576185408&recuid=AJ4RXQOSV44GAHBCTTA67KNCDTG7DK6KV2GXRE5S4L5MAQYC&niceid=Abe-Kerstin-Dipl-Med-Neurologin-R%C3%B6mhild-Markt&buc=1055&showbuc=0&verlNr=217&kw=arzt&recFrom=151&pagePos=7&lastFormName=search_nat&hitno=5,Fachärzte für Neurologie,"Markt 10
							
							
						
						 
                        	98630 Römhild",Tel. 036948 82 45 00,,,,,,Jetzt bewerten!,,,,,,Gratis anrufen!,,,,,
Abed-Albakyr Hasan Dr.med.,https://www.dasoertliche.de/?form_name=detail&id=0788080826635497906987&recuid=YCH6PQWRWPHKF2VEARZBGKTY2Y5EG6IMTVOGOOCQPUPEBAIC&niceid=Abed-Albakyr-Hasan-Dr-med-W%C3%BCrzburg-Altstadt-Textorstr&buc=788&showbuc=0&verlNr=122&kw=arzt&recFrom=151&pagePos=7&lastFormName=search_nat&hitno=6,Fachärzte für Neurologie,"Textorstr. 6
							
							
						
						 
                        	97070 Würzburg, Altstadt",Tel. 0931 5 55 09,,,,,,Jetzt bewerten!,,,,,Freimonat für Digitalpaket,Gratis anrufen!,,,,,
Abed Diab Dr. prakt. Tierarzt,https://www.dasoertliche.de/?form_name=detail&id=0553000102614447711679&recuid=APG2DZAJ4KGGDKDHDPLDFCKBCM5LM44UOUBBXYTDZFLTSAQ&niceid=Abed-Diab-Dr-prakt-Tierarzt-Oldenburg-Oldenburg-Donnerschwee-Donnerschweer-Str&buc=553&showbuc=0&verlNr=166&kw=arzt&recFrom=151&pagePos=7&lastFormName=search_nat&hitno=7,Tierärzte,"Donnerschweer Str. 310
							
							
						
						 
                        	26123 Oldenburg (Oldenburg), Donnerschwee",Tel. 0441 38 11 11,,öffnet um 17:00 Uhr,,,,Jetzt bewerten!,Termin anfragen,2,E-Mail,,Heise PRIME gratis testen,Gratis anrufen!,,,,,
Abed Pour Ali u. Paulus Alexander,https://www.dasoertliche.de/?form_name=detail&id=0676043911816526591707&recuid=LCC2O42ZB7CDVYB4BW6WRYSTJNM76SXSS7IDBHTKU4T5TCIC&niceid=Abed-Pour-Ali-u-Paulus-Alexander-Solingen-Mitte-Ufergarten&buc=676&showbuc=0&verlNr=128&kw=arzt&recFrom=151&pagePos=7&lastFormName=search_nat&hitno=8,Zahnärzte,"Ufergarten 22
							
							
						
						 
                        	42651 Solingen, Mitte",Tel. 0212 1 80 12,,,,,,,Blumengruß mit Euroflorist senden,,E-Mail,Website,,,,,,,
Abed Rabbo M. Dr. Zahnarzt,https://www.dasoertliche.de/?form_name=detail&id=0621201207760562360030&recuid=ODTQZWFCBWTBFAQUG6JQ7Y3NMI47QZ5R6WQFRNICQJ6PJ3AC&niceid=Abed-Rabbo-M-Dr-Zahnarzt-Saarbr%C3%BCcken-Alt-Saarbr%C3%BCcken-Pestelstr&buc=621&showbuc=0&verlNr=123&kw=arzt&recFrom=151&pagePos=7&lastFormName=search_nat&hitno=9,Zahnärzte,"Pestelstr. 4
							
							
						
						 
                        	66119 Saarbrücken, Alt-Saarbrücken",Tel. 0681 5 42 06,,,,Web Bewertungen ansehen,1,Jetzt bewerten!,Terminservice,2,E-Mail,Website,,Gratis anrufen!,,,,,
Abedian Reza Dr.med.dent.,https://www.dasoertliche.de/?form_name=detail&id=0316200492016558126439&recuid=NH57MLXYAK5AXHQNBPPGTELCMBX6SLMEINUAXTRM3FQLINLMAI&niceid=Abedian-Reza-Dr-med-dent-Heidelberg-Bergheim-Bergheimer-Str&buc=316&showbuc=0&verlNr=123&kw=arzt&recFrom=151&pagePos=7&lastFormName=search_nat&hitno=10,Zahnärzte,"Bergheimer Str. 56 a
							
							
						
						 
                        	69115 Heidelberg, Bergheim",Tel. 06221 2 25 16,,Geöffnet bis 18:00 Uhr,,3  Bewertungen,1,Jetzt bewerten!,Terminservice,2,E-Mail,Website,,Gratis anrufen!,,,,,
"Abegg Friedrich Dr. med. , Bässler-Weber Susanne Dr. med. Frauenärzte",https://www.dasoertliche.de/?form_name=detail&id=0383200529273557521420&recuid=UPVHKFCXVCV4DD6ECM2UUZ3ZVBQXCYB6KORBGKJTKMESWDNFAI&niceid=Abegg-Friedrich-Dr-med-B%C3%A4ssler-Weber-Susanne-Dr-med-Frauen%C3%A4rzte-Karlsruhe-M%C3%BChlburg-Lameystr&buc=383&showbuc=0&verlNr=123&kw=arzt&recFrom=151&pagePos=7&lastFormName=search_nat&hitno=11,Fachärzte für Frauenheilkunde und Geburtshilfe,"Lameystr. 7
							
							
						
						 
                        	76185 Karlsruhe, Mühlburg",Tel. 0721 55 11 15,,Geöffnet bis 12:00 Uhr,,6  Bewertungen,1,Jetzt bewerten!,Terminservice,2,E-Mail,Website,,Gratis anrufen!,,,,,
Abegunewardene Nico Dr. Kardiologe,https://www.dasoertliche.de/?form_name=detail&id=0609070786700329884344&recuid=WK2WDW7GRL2NBUGVHFRX6SLJUNEEYWSBB4RLIARYNA4HIT22X4BA&niceid=Abegunewardene-Nico-Dr-Kardiologe-Rockenhausen-Rognac-Allee&buc=609&showbuc=0&verlNr=158&kw=arzt&recFrom=151&pagePos=7&lastFormName=search_nat&hitno=12,Fachärzte für Innere Medizin und Kardiologie,"Rognac-Allee 10
							
							
						
						 
                        	67806 Rockenhausen",Tel. 06361 4 58 87 97,,,,1  Bewertung,1,Jetzt bewerten!,,,,,Freimonat für Digitalpaket,Gratis anrufen!,,,,,
Abeken Hans Dr. Psychoanalyse,https://www.dasoertliche.de/?form_name=detail&id=2247012994100552605544&recuid=JRUMWERBLIUS4DJH3TKM3L62BXDML3F52FG7NQUUTD3HMAQ&niceid=Abeken-Hans-Dr-Psychoanalyse-M%C3%BCnchen-Sendling-Westpark-Welserstr&buc=2247&showbuc=0&verlNr=120&kw=arzt&recFrom=151&pagePos=7&lastFormName=search_nat&hitno=13,Psychoanalyse,"Welserstr. 23
							
							
						
						 
                        	81373 München, Sendling-Westpark",Tel. 089 7 60 42 70,,Geöffnet bis 13:00 Uhr,,Web Bewertungen ansehen,1,Jetzt bewerten!,Termin anfragen,2,,,,Gratis anrufen!,,,,,
Abel Alexander Dr.med. Kinder- u. Jugendmedizin u. Biemann Amelie Dr. med. Ärztin,https://www.dasoertliche.de/?form_name=detail&id=0586010577898573249990&recuid=VUBQ6MWP6RBM6ZWB5E5MYKUEXTGFTMAXCFD6YD56NPJBSCIC&niceid=Abel-Alexander-Dr-med-Kinder-u-Jugendmedizin-u-Biemann-Amelie-Dr-med-%C3%84rztin-Kinder-u-Jugendmedizin-%C3%84rztin-L%C3%B6ningen-Langenstr&buc=586&showbuc=0&verlNr=156&kw=arzt&recFrom=151&pagePos=7&lastFormName=search_nat&hitno=14,Fachärzte für Kinder- und Jugendmedizin,"Langenstr. 37
							
							
						
						 
                        	49624 Löningen",Tel. 05432 35 35,,Geöffnet bis 13:00 Uhr,,2  Bewertungen,1,Jetzt bewerten!,Termin anfragen,2,E-Mail,Website,,Gratis anrufen!,,,,,
Abel Christian Dr. med. Augenarzt,https://www.dasoertliche.de/?form_name=detail&id=0703007696657569618740&recuid=DF47XBFL6Q4HWHDV5DL6D3ODBXNITMNGNOELXZXXTWWKO5IC&niceid=Abel-Christian-Dr-med-Augenarzt-Trier-Nord-Nordallee&buc=703&showbuc=0&verlNr=153&kw=arzt&recFrom=151&pagePos=7&lastFormName=search_nat&hitno=15,Fachärzte für Augenheilkunde,"Nordallee 12
							
							
						
						 
                        	54292 Trier, Nord",Tel. 0651 4 05 15,,Geöffnet bis 12:00 Uhr,,1  Bewertung,1,Jetzt bewerten!,,,E-Mail,Website,,Gratis anrufen!,,,,,
Abel Daniel Kinder- und Jugendlichenpsychotherapeut,https://www.dasoertliche.de/?form_name=detail&id=0569087713408493415960&recuid=KYJ5WTCDLRJDI5R2SOLYNVG3I2SIJE6LTDDRFFPP2XHZIKIC&niceid=Abel-Daniel-Kinder-und-Jugendlichenpsychotherapeut-Passau-Innstadt-Kapuzinerstr&buc=569&showbuc=0&verlNr=122&kw=arzt&recFrom=151&pagePos=7&lastFormName=search_nat&hitno=16,Fachärzte für Kinder- und Jugendpsychiatrie und -psychotherapie,"Kapuzinerstr. 2 A
							
							
						
						 
                        	94032 Passau, Innstadt",Tel. 0851 75 68 13 35,,,,,,Jetzt bewerten!,Termin anfragen,2,,,Freimonat für Digitalpaket,Gratis anrufen!,,,,,
Abel Daniela Kleintierpraxis,https://www.dasoertliche.de/?form_name=detail&id=0848028251646528114914&recuid=PWHI5C7NKPHR72YROCLD53SZMU7OUUENCDZI7A2F4UPLMI7VQEBA&niceid=Abel-Daniela-Kleintierpraxis-Monheim-am-Rhein-Baumberg-Geschwister-Scholl-Str&buc=848&showbuc=0&verlNr=128&kw=arzt&recFrom=151&pagePos=7&lastFormName=search_nat&hitno=17,Tierärzte,"Geschwister-Scholl-Str. 53 a
							
							
						
						 
                        	40789 Monheim am Rhein, Baumberg",Tel. 02173 2 07 44 16,,,,2  Bewertungen (+ 7 weitere),1,Jetzt bewerten!,Termin anfragen,2,,,,Gratis anrufen!,,,,,
"Abel Johannes Dr.med. , Schulte Harald Dr.med. Fachärzte für Innere Medizin-Kardiologie",https://www.dasoertliche.de/?form_name=detail&id=2243087683196562101132&recuid=NJIQF7RBJAIAQNAGVX3JN6PVFO7YRDVLIPPPXH6Y6FVQE&niceid=Abel-Johannes-Dr-med-Schulte-Harald-Dr-med-Fach%C3%A4rzte-f%C3%BCr-Innere-Medizin-Kardiologie-Frankfurt-am-Main-Westend-S%C3%BCd-Ulmenstr&buc=2243&showbuc=0&verlNr=337&kw=arzt&recFrom=151&pagePos=7&lastFormName=search_nat&hitno=18,Fachärzte für Innere Medizin,"Ulmenstr. 43
							
							
						
						 
                        	60325 Frankfurt am Main, Westend-Süd",Tel. 069 72 22 22,,Geöffnet bis 13:00 Uhr,,5  Bewertungen (+ 2 weitere),1,Jetzt bewerten!,,,E-Mail,Website,Freimonat für Digitalpaket,Gratis anrufen!,,,,,
Abel Kerstin Dr. Fachärztin für Frauenheilkunde und Geburtshilfe,https://www.dasoertliche.de/?form_name=detail&id=1031009244577555359981&recuid=DSTO5H7ACPTX5Q3QA63WJ6ZGAIRLA5GKBEJAPQ322I6CMAQ&niceid=Abel-Kerstin-Dr-Fach%C3%A4rztin-f%C3%BCr-Frauenheilkunde-und-Geburtshilfe-Greifswald-Hansestadt-N%C3%B6rdliche-M%C3%BChlenvorstadt-Wolgaster-Str&buc=1031&showbuc=0&verlNr=226&kw=arzt&recFrom=151&pagePos=7&lastFormName=search_nat&hitno=19,Fachärzte für Frauenheilkunde und Geburtshilfe,"Wolgaster Str. 4
							
							
						
						 
                        	17489 Greifswald Hansestadt, Nördliche Mühlenvorstadt",Tel. 03834 50 77 80,,Geöffnet bis 12:00 Uhr,,4  Bewertungen,1,Jetzt bewerten!,Termin anfragen,2,E-Mail,Website,Heise PRIME gratis testen,Gratis anrufen!,,,,,
Abel Matthias Arzt für Allgemeinmedizin-Betriebsmedizin,https://www.dasoertliche.de/?form_name=detail&id=0624201533570559335309&recuid=JWEXNUDKY7EC73BBBPODPZY4L5Q5SGOGGBGAXPBRRUEMQASGAI&niceid=Abel-Matthias-Arzt-f%C3%BCr-Allgemeinmedizin-Betriebsmedizin-Nalbach-K%C3%B6rprich-Raiffeisenstr&buc=624&showbuc=0&verlNr=123&kw=arzt&recFrom=151&pagePos=7&lastFormName=search_nat&hitno=20,Fachärzte für Allgemeinmedizin,"Raiffeisenstr. 7
							
							
						
						 
                        	66809 Nalbach, Körprich",Tel. 06838 9 28 40,,Geöffnet bis 12:00 Uhr,,Web Bewertungen ansehen,1,Jetzt bewerten!,Terminservice,2,,,,Gratis anrufen!,,,,,
Abel Matthias Dr.med. Arzt für Psychiatrie,https://www.dasoertliche.de/?form_name=detail&id=2249103576151552605664&recuid=PZUAIQK3TYURYDISX7TPZNWSH646T7HG2F73RNEF37ZUIAQ&niceid=Abel-Matthias-Dr-med-Arzt-f%C3%BCr-Psychiatrie-Stuttgart-Mitte-Calwer-Str&buc=2249&showbuc=0&verlNr=1124&kw=arzt&recFrom=151&pagePos=7&lastFormName=search_nat&hitno=21,Fachärzte für Psychiatrie und Psychotherapie,"Calwer Str. 25
							
							
						
						 
                        	70173 Stuttgart, Mitte",Tel. 0711 22 17 13,,,,,,Jetzt bewerten!,,,,,,Gratis anrufen!,,,,,
"Abel Matthias , Engelke Johannes-Josef Dr. Zahnärzte",https://www.dasoertliche.de/?form_name=detail&id=2233000062637552605136&recuid=R4X7DJUJK5XO2SXDQJJJYRWRZ7RXDXYTTKAYEJUDIW23KAQ&niceid=Abel-Matthias-Engelke-Johannes-Josef-Dr-Zahn%C3%A4rzte-Clausthal-Zellerfeld-Brauhausberg&buc=2233&showbuc=0&verlNr=168&kw=arzt&recFrom=151&pagePos=7&lastFormName=search_nat&hitno=22,Zahnärzte,"Brauhausberg 1
							
							
						
						 
                        	38678 Clausthal-Zellerfeld",Tel. 05323 98 77 88,,Geöffnet bis 12:00 Uhr,,3  Bewertungen,1,Jetzt bewerten!,Termin anfragen,2,E-Mail,Website,Heise PRIME gratis testen,Gratis anrufen!,,,,,
Abel-Miloseska T. Ganzheitliche Zahnarztpraxis,https://www.dasoertliche.de/?form_name=detail&id=0724201665567558730867&recuid=A6C236L6OXCGLYDLDLXSJ2IMCIKNO5HLHUDBV7274FXLG2YLAI&niceid=Abel-Miloseska-T-Ganzheitliche-Zahnarztpraxis-Viernheim-Rathausstr&buc=724&showbuc=0&verlNr=123&kw=arzt&recFrom=151&pagePos=7&lastFormName=search_nat&hitno=23,Zahnärzte,"Rathausstr. 66-68
							
							
						
						 
                        	68519 Viernheim",Tel. 06204 7 79 69,,Geöffnet bis 19:00 Uhr,,1  Bewertung,1,Jetzt bewerten!,Terminservice,2,E-Mail,Website,,Gratis anrufen!,,,,,
Abel Simone Praxis für Physiotherapie,https://www.dasoertliche.de/?form_name=detail&id=0045906379806554582277&recuid=J6K24K23KDKC34BDBPDXVTR6JZRLSJWTEBAQXK2Q5F4IV4YC&niceid=Abel-Simone-Praxis-f%C3%BCr-Physiotherapie-Bad-Harzburg-B%C3%BCndheim-Westeroder-Str&buc=45&showbuc=0&verlNr=168&kw=arzt&recFrom=151&pagePos=7&lastFormName=search_nat&hitno=24,Physiotherapie,"Westeroder Str. 14 c
							
							
						
						 
                        	38667 Bad Harzburg, Bündheim",Tel. 05322 98 73 83,Gratis anrufen!,Geöffnet bis 13:00 Uhr,https://102m.de/02/0168/0045/532201/I_532201_P_906379806_T_0001192499_1/-X-/Abel-Simone-Praxis-f%C3%BCr-Physiotherapie-Logografik.jpg?type=logo,,,,Termin anfragen,2,E-Mail,Website,,,,,,,
Abel Steffen Dr.,https://www.dasoertliche.de/?form_name=detail&id=0621200798060562360030&recuid=IJXMNEN36UXSACZOQKQKDUPEKDTLZ25E2RGIF7GCU6ONT2SJAI&niceid=Abel-Steffen-Dr-Saarbr%C3%BCcken-St-Johann-Scheidter-Str&buc=621&showbuc=0&verlNr=123&kw=arzt&recFrom=176&pagePos=8&lastFormName=search_nat&hitno=0,Zahnärzte,"Scheidter Str. 110
							
							
						
						 
                        	66123 Saarbrücken, St Johann",Tel. 0681 9 60 11 60,,Geöffnet bis 19:00 Uhr,,,,Jetzt bewerten!,Terminservice,2,,Website,,Gratis anrufen!,,,,,
Abel Theophil Dr.med.,https://www.dasoertliche.de/?form_name=detail&id=2249108028366554928867&recuid=OOWFMYOHF7WRDSI7MKCA7OIWGI3JUP7LCVZFJ2ZLQMIIEVKUAI&niceid=Abel-Theophil-Dr-med-Stuttgart-West-Schwabstr&buc=2249&showbuc=0&verlNr=1124&kw=arzt&recFrom=176&pagePos=8&lastFormName=search_nat&hitno=1,Fachärzte für Allgemeinmedizin,"Schwabstr. 91
							
							
						
						 
                        	70193 Stuttgart, West",Tel. 0711 2 15 77-0,Gratis anrufen!,Geöffnet bis 18:00 Uhr,https://ies.v4all.de/0122/TB/1124/6/2646/58182646_220x130px.png,33  Bewertungen,1,Jetzt bewerten!,,,E-Mail,Website,,,,,,,
Abel Thomas Dr.med. Facharzt für Innere Medizin,https://www.dasoertliche.de/?form_name=detail&id=0445037925587475703922&recuid=3Q6GLKJS6F634WNQ5527GLWF2DGTD5DMSXJO6GNDPWXVTSG3AI&niceid=Abel-Thomas-Dr-med-Facharzt-f%C3%BCr-Innere-Medizin-Leverkusen&buc=445&showbuc=0&verlNr=128&kw=arzt&recFrom=176&pagePos=8&lastFormName=search_nat&hitno=2,Fachärzte für Innere Medizin,51373 Leverkusen,Tel. 0214 4 04 78 57,,,,6  Bewertungen,1,Jetzt bewerten!,,,,,,Gratis anrufen!,,,,,
Abel Thomas Zahnarzt,https://www.dasoertliche.de/?form_name=detail&id=1120010200316552604921&recuid=X26GJFABLD65ZWOSIB3QCEDQTZ3GKNAPVZBVESRIGGAQE&niceid=Abel-Thomas-Zahnarzt-Hoym-Fortunaplatz&buc=1120&showbuc=0&verlNr=237&kw=arzt&recFrom=176&pagePos=8&lastFormName=search_nat&hitno=3,Zahnärzte,"Fortunaplatz 1
							
							
						
						 
                        	06467 Hoym",Tel. 034741 4 50,,,,,,,Blumengruß mit Euroflorist senden,,,,,,,,,,
"Abelar, Dr. Steffen Internist - hausärztlich tätig",https://www.dasoertliche.de/?form_name=detail&id=0065300172708571692995&recuid=LK54PTUTF75DRXRWD7CX362ILNJYGSVSANNSXQR46EF5YL23AI&niceid=Abelar-Dr-Steffen-Internist-haus%C3%A4rztlich-t%C3%A4tig-Hohenstein-Breithardt-Langgasse&buc=65&showbuc=0&verlNr=117&kw=arzt&recFrom=176&pagePos=8&lastFormName=search_nat&hitno=4,Fachärzte für Innere Medizin,"Langgasse 32 a
							
							
						
						 
                        	65329 Hohenstein, Breithardt",Tel. 06120 90 60-0,Gratis anrufen!,Geöffnet bis 13:00 Uhr,,1  Bewertung,1,Jetzt bewerten!,Tisch anfragen,2,E-Mail,,,,,,,,
Abele Daniela Kinder- und Jugendlichenpsychotherapeutin,https://www.dasoertliche.de/?form_name=detail&id=0673003746780531172222&recuid=J5LCTAEU64LS2MZDRKSM5XU5LS2JDVVUXPPVPE6BYKNNK3AC&niceid=Abele-Daniela-Kinder-und-Jugendlichenpsychotherapeutin-Singen-Hohentwiel&buc=673&showbuc=0&verlNr=1122&kw=arzt&recFrom=176&pagePos=8&lastFormName=search_nat&hitno=5,Fachärzte für Kinder- und Jugendpsychiatrie und -psychotherapie,78224 Singen (Hohentwiel),Tel. 07731 9 75 15 22,,Geöffnet bis 17:20 Uhr,,,,Jetzt bewerten!,,,,,,Gratis anrufen!,,,,,
Abele Kaspar Dr.,https://www.dasoertliche.de/?form_name=detail&id=0654005466087329317336&recuid=2V5ZQ7MUHA5LOHVZTQZPM677Y26XHBCPYLKMGHOWAPQO6AQ&niceid=Abele-Kaspar-Dr-Schw%C3%A4bisch-Gm%C3%BCnd-Lindach-%C3%84u%C3%9Ferer-Wasen&buc=654&showbuc=0&verlNr=1133&kw=arzt&recFrom=176&pagePos=8&lastFormName=search_nat&hitno=6,Praktische Ärzte,"Äußerer Wasen 15
							
							
						
						 
                        	73527 Schwäbisch Gmünd, Lindach",Tel. 07171 7 10 14,,,,,,Jetzt bewerten!,,,,Website,,Gratis anrufen!,,,,,
Abele Klaus-Peter Dr.med.,https://www.dasoertliche.de/?form_name=detail&id=0246094747572552601970&recuid=V3CBFFCUUSC4ZIOCOAAUWTKQVFQT6PTM2Z7FAUS3OUHQDQAC&niceid=Abele-Klaus-Peter-Dr-med-Gaggenau-Hauptstr&buc=246&showbuc=0&verlNr=136&kw=arzt&recFrom=176&pagePos=8&lastFormName=search_nat&hitno=7,Fachärzte für Allgemeinmedizin,"Hauptstr. 93
							
							
						
						 
                        	76571 Gaggenau",Tel. 07225 13 01,,,,Web Bewertungen ansehen,1,Jetzt bewerten!,,,,,Freimonat für Digitalpaket,Gratis anrufen!,,,,,
Abele Klaus-Peter Dr. med. Arzt für Allgemeinmedizin,https://www.dasoertliche.de/?form_name=detail&id=0246094748134574717173&recuid=R6XJJEBC2PX63S7DJA6CC3B2RAFR4VCNXQCUCBB6F6KAE&niceid=Abele-Klaus-Peter-Dr-med-Arzt-f%C3%BCr-Allgemeinmedizin-Gaggenau-Hauptstr&buc=246&showbuc=0&verlNr=136&kw=arzt&recFrom=176&pagePos=8&lastFormName=search_nat&hitno=8,Praktische Ärzte,"Hauptstr. 93
							
							
						
						 
                        	76571 Gaggenau",Tel. 07225 13 01,,Geöffnet bis 11:00 Uhr,,Web Bewertungen ansehen,1,Jetzt bewerten!,,,,,Freimonat für Digitalpaket,Gratis anrufen!,,,,,
Abele Lothar Dr. Tierarzt,https://www.dasoertliche.de/?form_name=detail&id=0884013990724483134216&recuid=X7BS5TG2WOBN3JWTA44R6JI6UYVAYBIH2F5XKQITEX4QE&niceid=Abele-Lothar-Dr-Tierarzt-Lauenau-Coppenbr%C3%BCgger-Landstr&buc=884&showbuc=0&verlNr=166&kw=arzt&recFrom=176&pagePos=8&lastFormName=search_nat&hitno=9,Tierärzte,"Coppenbrügger Landstr. 31
							
							
						
						 
                        	31867 Lauenau",Tel. 05043 22 33,,Geöffnet bis 12:00 Uhr,,3  Bewertungen,1,Jetzt bewerten!,Termin anfragen,2,E-Mail,,Heise PRIME gratis testen,Gratis anrufen!,,,,,
Abele-Mayer Gabriele Dr. Ärztin für Allgemeinmedizin,https://www.dasoertliche.de/?form_name=detail&id=0153077792130535404602&recuid=G7GGBQHHVOGVLKK3J3GFVFTWGNYOY3FHP2TM3K3OYABPN5QC&niceid=Abele-Mayer-Gabriele-Dr-%C3%84rztin-f%C3%BCr-Allgemeinmedizin-Ahorn-Hauptstr&buc=153&showbuc=0&verlNr=122&kw=arzt&recFrom=176&pagePos=8&lastFormName=search_nat&hitno=10,Praktische Ärzte,"Hauptstr. 64
							
							
						
						 
                        	96482 Ahorn",Tel. 09561 7 92 65 88,,Geöffnet bis 12:00 Uhr,,1  Bewertung,1,Jetzt bewerten!,Termin anfragen,2,,,Freimonat für Digitalpaket,Gratis anrufen!,,,,,
Abele Michael Dr.med. Praxis für Neurologie,https://www.dasoertliche.de/?form_name=detail&id=0605014720583543268360&recuid=DOIR6MWD23IHT5DXK2NVD5S4BI3POBFUEYNFNZZ3ZIFSCAQ&niceid=Abele-Michael-Dr-med-Praxis-f%C3%BCr-Neurologie-Rheinbach-Koblenzer-Str&buc=605&showbuc=0&verlNr=166&kw=arzt&recFrom=176&pagePos=8&lastFormName=search_nat&hitno=11,Fachärzte für Neurologie,"Koblenzer Str. 1 A
							
							
						
						 
                        	53359 Rheinbach",Tel. 02226 1 25 19,,Geöffnet bis 12:00 Uhr,,Web Bewertungen ansehen,1,Jetzt bewerten!,,,,Website,Heise PRIME gratis testen,Gratis anrufen!,,,,,
Abele Peter Dr.med.,https://www.dasoertliche.de/?form_name=detail&id=2249103434646552605664&recuid=VNIR4PQMVIIMSNGHY5WNUY7L5LED3ZBT5CVKKHUNDPFJCAQ&niceid=Abele-Peter-Dr-med-Stuttgart-Degerloch-Fideliostr&buc=2249&showbuc=0&verlNr=1124&kw=arzt&recFrom=176&pagePos=8&lastFormName=search_nat&hitno=12,Fachärzte für Allgemeinmedizin,"Fideliostr. 3
							
							
						
						 
                        	70597 Stuttgart, Degerloch",Tel. 0711 76 22 01,,,,,,Jetzt bewerten!,,,,,,Gratis anrufen!,,,,,
Abele Verginia Dr.med. Arztpraxis für Frauenheilkunde,https://www.dasoertliche.de/?form_name=detail&id=0654000312085376952693&recuid=VEOFYNNMQNO4W6OFRE346AUYXKAFVYRTUWUIS35HMODJGAQ&niceid=Abele-Verginia-Dr-med-Arztpraxis-f%C3%BCr-Frauenheilkunde-Schw%C3%A4bisch-Gm%C3%BCnd-Ackergasse&buc=654&showbuc=0&verlNr=1133&kw=arzt&recFrom=176&pagePos=8&lastFormName=search_nat&hitno=13,Fachärzte für Frauenheilkunde und Geburtshilfe,"Ackergasse 9
							
							
						
						 
                        	73525 Schwäbisch Gmünd",Tel. 07171 6 44 44,,,,1  Bewertung,1,Jetzt bewerten!,,,E-Mail,Website,,Gratis anrufen!,,,,,
Abelein Günter Dr. u. Helm Martin Dr.,https://www.dasoertliche.de/?form_name=detail&id=2248093333370563484729&recuid=7LAX2PZ2XSAJRJEWHMKHMHDXXN4VQEANPD5T2HAOMR2R6NW5AI&niceid=Abelein-G%C3%BCnter-Dr-u-Helm-Martin-Dr-N%C3%BCrnberg-Hummelstein-Sperberstr&buc=2248&showbuc=0&verlNr=122&kw=arzt&recFrom=176&pagePos=8&lastFormName=search_nat&hitno=14,Praktische Ärzte,"Sperberstr. 80
							
							
						
						 
                        	90461 Nürnberg, Hummelstein",Tel. 0911 45 19 60,,Geöffnet bis 12:00 Uhr,,1  Bewertung (+ 1 weitere),1,Jetzt bewerten!,Termin anfragen,2,,,Freimonat für Digitalpaket,Gratis anrufen!,,,,,
